Year,lower_CI,upper_CI,prob_CI,algo,cov,day,within,resolution
2017,0.1,0.9,0.8,TFT,SARI,19,0.5789473684210527,D
2017,0.15,0.85,0.7,TFT,SARI,19,0.49122807017543857,D
2018,0.05,0.95,0.9,TFT,SARI,19,0.7631578947368421,D
2018,0.1,0.9,0.8,TFT,SARI,19,0.5789473684210527,D
2018,0.15,0.85,0.7,TFT,SARI,19,0.43859649122807015,D
2019,0.05,0.95,0.9,TFT,SARI,19,0.7079646017699115,D
2019,0.1,0.9,0.8,TFT,SARI,19,0.6371681415929203,D
2019,0.15,0.85,0.7,TFT,SARI,19,0.4690265486725664,D
2014,0.05,0.95,0.9,TFT,SARI,20,0.5132743362831859,D
2014,0.1,0.9,0.8,TFT,SARI,20,0.4336283185840708,D
2014,0.15,0.85,0.7,TFT,SARI,20,0.415929203539823,D
2015,0.05,0.95,0.9,TFT,SARI,20,0.7256637168141593,D
2015,0.1,0.9,0.8,TFT,SARI,20,0.6106194690265486,D
2015,0.15,0.85,0.7,TFT,SARI,20,0.504424778761062,D
2016,0.05,0.95,0.9,TFT,SARI,20,0.6194690265486725,D
2016,0.1,0.9,0.8,TFT,SARI,20,0.5132743362831859,D
2016,0.15,0.85,0.7,TFT,SARI,20,0.45132743362831856,D
2017,0.05,0.95,0.9,TFT,SARI,20,0.672566371681416,D
2017,0.1,0.9,0.8,TFT,SARI,20,0.5929203539823009,D
2017,0.15,0.85,0.7,TFT,SARI,20,0.504424778761062,D
2018,0.05,0.95,0.9,TFT,SARI,20,0.7433628318584071,D
2018,0.1,0.9,0.8,TFT,SARI,20,0.6017699115044248,D
2018,0.15,0.85,0.7,TFT,SARI,20,0.4424778761061947,D
2019,0.05,0.95,0.9,TFT,SARI,20,0.7142857142857143,D
2019,0.1,0.9,0.8,TFT,SARI,20,0.6071428571428571,D
2019,0.15,0.85,0.7,TFT,SARI,20,0.45535714285714285,D
2014,0.05,0.95,0.9,TFT,SARI,21,0.5089285714285714,D
2014,0.1,0.9,0.8,TFT,SARI,21,0.41964285714285715,D
2014,0.15,0.85,0.7,TFT,SARI,21,0.44642857142857145,D
2015,0.05,0.95,0.9,TFT,SARI,21,0.75,D
2015,0.1,0.9,0.8,TFT,SARI,21,0.6160714285714286,D
2015,0.15,0.85,0.7,TFT,SARI,21,0.5,D
2016,0.05,0.95,0.9,TFT,SARI,21,0.6160714285714286,D
2016,0.1,0.9,0.8,TFT,SARI,21,0.49107142857142855,D
2016,0.15,0.85,0.7,TFT,SARI,21,0.4107142857142857,D
2017,0.05,0.95,0.9,TFT,SARI,21,0.7053571428571429,D
2017,0.1,0.9,0.8,TFT,SARI,21,0.6428571428571429,D
2017,0.15,0.85,0.7,TFT,SARI,21,0.5357142857142857,D
2018,0.05,0.95,0.9,TFT,SARI,21,0.7410714285714286,D
2018,0.1,0.9,0.8,TFT,SARI,21,0.5982142857142857,D
2018,0.15,0.85,0.7,TFT,SARI,21,0.49107142857142855,D
2019,0.05,0.95,0.9,TFT,SARI,21,0.7117117117117117,D
2019,0.1,0.9,0.8,TFT,SARI,21,0.5855855855855856,D
2019,0.15,0.85,0.7,TFT,SARI,21,0.4594594594594595,D
