Year,MAPE,algo,cov,algocov,day,resolution
2018,0.1680342942369506,DeepAR,SARI+LC,DeepAR_SARI+LC,6,D
2018,0.16733378270796065,DeepAR,SARI+AGE,DeepAR_SARI+AGE,6,D
2018,0.17173531349717316,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,6,D
2018,0.16662815178936807,Chronos,SARI,Chronos_SARI,6,D
2018,0.13779138641225114,AutoML,SARI,AutoML_SARI,6,D
2019,0.14049949618190952,TFT,SARI,TFT_SARI,6,D
2019,0.16844986547172164,TFT,SARI+LC,TFT_SARI+LC,6,D
2019,0.1495297591178492,TFT,SARI+AGE,TFT_SARI+AGE,6,D
2019,0.16975039758750193,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,6,D
2019,0.12441215016797,DeepAR,SARI,DeepAR_SARI,6,D
2019,0.13380297923625137,DeepAR,SARI+LC,DeepAR_SARI+LC,6,D
2019,0.13781132703723273,DeepAR,SARI+AGE,DeepAR_SARI+AGE,6,D
2019,0.1512999702290208,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,6,D
2019,0.130468915958457,Chronos,SARI,Chronos_SARI,6,D
2019,0.14648450114510475,AutoML,SARI,AutoML_SARI,6,D
2014,0.1666075716526365,TFT,SARI,TFT_SARI,7,W
2014,0.17254425679947807,TFT,SARI,TFT_SARI,7,D
2014,0.23757958692316994,TFT,SARI+LC,TFT_SARI+LC,7,D
2014,0.1867883188001174,TFT,SARI+AGE,TFT_SARI+AGE,7,D
2014,0.24542378902617787,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,7,D
2014,0.19300251837808294,DeepAR,SARI,DeepAR_SARI,7,D
2014,0.19340721522414045,DeepAR,SARI+LC,DeepAR_SARI+LC,7,D
2014,0.20768418940191902,DeepAR,SARI+AGE,DeepAR_SARI+AGE,7,D
2014,0.20067048985808428,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,7,D
2014,0.14653068848952175,Chronos,SARI,Chronos_SARI,7,D
2014,0.18048062930595227,AutoML,SARI,AutoML_SARI,7,D
2015,0.09839615530649384,TFT,SARI,TFT_SARI,7,W
2015,0.12324751485784248,TFT,SARI,TFT_SARI,7,D
2015,0.22805071734275933,TFT,SARI+LC,TFT_SARI+LC,7,D
2015,0.1575895010624753,TFT,SARI+AGE,TFT_SARI+AGE,7,D
2015,0.22362014483666612,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,7,D
2015,0.206708743258127,DeepAR,SARI,DeepAR_SARI,7,D
2015,0.2133636979628586,DeepAR,SARI+LC,DeepAR_SARI+LC,7,D
2015,0.24149151454247242,DeepAR,SARI+AGE,DeepAR_SARI+AGE,7,D
2015,0.20924489028584556,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,7,D
2015,0.14839213633288847,Chronos,SARI,Chronos_SARI,7,D
2015,0.15133859783242315,AutoML,SARI,AutoML_SARI,7,D
2016,0.16838695204450968,TFT,SARI,TFT_SARI,7,W
2016,0.1903377113090464,TFT,SARI,TFT_SARI,7,D
2016,0.16562388965015257,TFT,SARI+LC,TFT_SARI+LC,7,D
2016,0.17507094680054244,TFT,SARI+AGE,TFT_SARI+AGE,7,D
2016,0.17156016349420125,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,7,D
2016,0.17171911893212674,DeepAR,SARI,DeepAR_SARI,7,D
2016,0.17317097337447282,DeepAR,SARI+LC,DeepAR_SARI+LC,7,D
2016,0.16263905170729684,DeepAR,SARI+AGE,DeepAR_SARI+AGE,7,D
2016,0.17279414344761632,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,7,D
2016,0.190147657098893,Chronos,SARI,Chronos_SARI,7,D
2016,0.20204077148107055,AutoML,SARI,AutoML_SARI,7,D
2017,0.12136395876950913,TFT,SARI,TFT_SARI,7,W
2017,0.13870902596474807,TFT,SARI,TFT_SARI,7,D
2017,0.14654274924916047,TFT,SARI+LC,TFT_SARI+LC,7,D
2017,0.14075406036733587,TFT,SARI+AGE,TFT_SARI+AGE,7,D
2017,0.1684609469980635,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,7,D
2017,0.17542746726122785,DeepAR,SARI,DeepAR_SARI,7,D
2017,0.18707974120405765,DeepAR,SARI+LC,DeepAR_SARI+LC,7,D
2017,0.19576023513165344,DeepAR,SARI+AGE,DeepAR_SARI+AGE,7,D
2017,0.19381270891562632,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,7,D
2017,0.16069809532292165,Chronos,SARI,Chronos_SARI,7,D
2017,0.17776733626852403,AutoML,SARI,AutoML_SARI,7,D
2018,0.10388781366440482,TFT,SARI,TFT_SARI,7,W
2018,0.12988446219291067,TFT,SARI,TFT_SARI,7,D
2018,0.1467267979842478,TFT,SARI+LC,TFT_SARI+LC,7,D
2018,0.11904153693354158,TFT,SARI+AGE,TFT_SARI+AGE,7,D
2018,0.14089384099079216,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,7,D
2018,0.15080490169610059,DeepAR,SARI,DeepAR_SARI,7,D
2018,0.1776244975288281,DeepAR,SARI+LC,DeepAR_SARI+LC,7,D
2018,0.17658467947603892,DeepAR,SARI+AGE,DeepAR_SARI+AGE,7,D
2018,0.18704140597001362,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,7,D
2018,0.1831050415223562,Chronos,SARI,Chronos_SARI,7,D
2018,0.14540467213110073,AutoML,SARI,AutoML_SARI,7,D
2019,0.13122147528643757,TFT,SARI,TFT_SARI,7,W
2019,0.1468779524823108,TFT,SARI,TFT_SARI,7,D
2019,0.17210417043348883,TFT,SARI+LC,TFT_SARI+LC,7,D
2019,0.15047562551040491,TFT,SARI+AGE,TFT_SARI+AGE,7,D
2019,0.17477330616021006,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,7,D
2019,0.13375450042296919,DeepAR,SARI,DeepAR_SARI,7,D
2019,0.14318339992710025,DeepAR,SARI+LC,DeepAR_SARI+LC,7,D
2019,0.14664785904414865,DeepAR,SARI+AGE,DeepAR_SARI+AGE,7,D
2019,0.15997057742307688,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,7,D
2019,0.14596008974296037,Chronos,SARI,Chronos_SARI,7,D
2019,0.14893096737459813,AutoML,SARI,AutoML_SARI,7,D
2014,0.18261903172217292,TFT,SARI,TFT_SARI,8,D
2014,0.2358065167889563,TFT,SARI+LC,TFT_SARI+LC,8,D
2014,0.1953271114296688,TFT,SARI+AGE,TFT_SARI+AGE,8,D
2014,0.25202551033494264,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,8,D
2014,0.19742294203481484,DeepAR,SARI,DeepAR_SARI,8,D
2014,0.19084496498177803,DeepAR,SARI+LC,DeepAR_SARI+LC,8,D
2014,0.20643438726220623,DeepAR,SARI+AGE,DeepAR_SARI+AGE,8,D
2014,0.2021611670208393,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,8,D
2014,0.1525607196487357,Chronos,SARI,Chronos_SARI,8,D
2014,0.19392110838862364,AutoML,SARI,AutoML_SARI,8,D
2015,0.11720384591966077,TFT,SARI,TFT_SARI,8,D
2015,0.23294219188676407,TFT,SARI+LC,TFT_SARI+LC,8,D
2015,0.1633438648400915,TFT,SARI+AGE,TFT_SARI+AGE,8,D
2015,0.22532606984672462,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,8,D
2015,0.20943313122884774,DeepAR,SARI,DeepAR_SARI,8,D
2015,0.2202944253936224,DeepAR,SARI+LC,DeepAR_SARI+LC,8,D
2015,0.23684976960650195,DeepAR,SARI+AGE,DeepAR_SARI+AGE,8,D
2015,0.21373650097335145,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,8,D
2015,0.14985325995521706,Chronos,SARI,Chronos_SARI,8,D
2015,0.14436604444470413,AutoML,SARI,AutoML_SARI,8,D
2016,0.1961786331001079,TFT,SARI,TFT_SARI,8,D
2016,0.16607657627669686,TFT,SARI+LC,TFT_SARI+LC,8,D
2016,0.17075781105512314,TFT,SARI+AGE,TFT_SARI+AGE,8,D
2016,0.16793670188372448,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,8,D
2016,0.17649590062149942,DeepAR,SARI,DeepAR_SARI,8,D
2016,0.17545636905376238,DeepAR,SARI+LC,DeepAR_SARI+LC,8,D
2016,0.17237169804149116,DeepAR,SARI+AGE,DeepAR_SARI+AGE,8,D
2016,0.17133210028515136,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,8,D
2016,0.19000523923615323,Chronos,SARI,Chronos_SARI,8,D
2016,0.19242100708692864,AutoML,SARI,AutoML_SARI,8,D
2017,0.13675481453597846,TFT,SARI,TFT_SARI,8,D
2017,0.14808377514211088,TFT,SARI+LC,TFT_SARI+LC,8,D
2017,0.14574486288320027,TFT,SARI+AGE,TFT_SARI+AGE,8,D
2017,0.1630480678950109,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,8,D
2017,0.18231127936021707,DeepAR,SARI,DeepAR_SARI,8,D
2017,0.19786719859396584,DeepAR,SARI+LC,DeepAR_SARI+LC,8,D
2017,0.20130638651776664,DeepAR,SARI+AGE,DeepAR_SARI+AGE,8,D
2017,0.20538531669082796,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,8,D
2017,0.17481236512201295,Chronos,SARI,Chronos_SARI,8,D
2017,0.18378698042770591,AutoML,SARI,AutoML_SARI,8,D
2018,0.13519064000062703,TFT,SARI,TFT_SARI,8,D
2018,0.15156163390355396,TFT,SARI+LC,TFT_SARI+LC,8,D
2018,0.12554986492079087,TFT,SARI+AGE,TFT_SARI+AGE,8,D
2018,0.14132505495037112,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,8,D
2018,0.1562825760633026,DeepAR,SARI,DeepAR_SARI,8,D
2018,0.17919324027136416,DeepAR,SARI+LC,DeepAR_SARI+LC,8,D
2018,0.18170328298924476,DeepAR,SARI+AGE,DeepAR_SARI+AGE,8,D
2018,0.1930197881339349,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,8,D
2018,0.1901069640064739,Chronos,SARI,Chronos_SARI,8,D
2018,0.14031200724270573,AutoML,SARI,AutoML_SARI,8,D
2019,0.1497828858180484,TFT,SARI,TFT_SARI,8,D
2019,0.180729181550549,TFT,SARI+LC,TFT_SARI+LC,8,D
2019,0.1614181955995289,TFT,SARI+AGE,TFT_SARI+AGE,8,D
2019,0.18615898549594392,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,8,D
2019,0.13286839465753683,DeepAR,SARI,DeepAR_SARI,8,D
2019,0.15283655000837132,DeepAR,SARI+LC,DeepAR_SARI+LC,8,D
2019,0.15463886339737412,DeepAR,SARI+AGE,DeepAR_SARI+AGE,8,D
2019,0.16517837951054087,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,8,D
2019,0.14851031329492784,Chronos,SARI,Chronos_SARI,8,D
2019,0.14915538150009905,AutoML,SARI,AutoML_SARI,8,D
2014,0.19394843319238125,TFT,SARI,TFT_SARI,9,D
2014,0.23274054115057732,TFT,SARI+LC,TFT_SARI+LC,9,D
2014,0.20285152827193606,TFT,SARI+AGE,TFT_SARI+AGE,9,D
2014,0.26117257482750567,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,9,D
2014,0.20342481676983046,DeepAR,SARI,DeepAR_SARI,9,D
2014,0.19647946886084885,DeepAR,SARI+LC,DeepAR_SARI+LC,9,D
2014,0.21187119617369796,DeepAR,SARI+AGE,DeepAR_SARI+AGE,9,D
2014,0.20353289363241156,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,9,D
2014,0.16600294907814434,Chronos,SARI,Chronos_SARI,9,D
2014,0.19280841686845293,AutoML,SARI,AutoML_SARI,9,D
2015,0.11714997476987753,TFT,SARI,TFT_SARI,9,D
2015,0.24470282104661853,TFT,SARI+LC,TFT_SARI+LC,9,D
2015,0.1524369399378666,TFT,SARI+AGE,TFT_SARI+AGE,9,D
2015,0.2337143199570843,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,9,D
2015,0.20840023050552064,DeepAR,SARI,DeepAR_SARI,9,D
2015,0.22409153381694893,DeepAR,SARI+LC,DeepAR_SARI+LC,9,D
2015,0.24682388013907022,DeepAR,SARI+AGE,DeepAR_SARI+AGE,9,D
2015,0.21062144698171326,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,9,D
2015,0.14742954431750174,Chronos,SARI,Chronos_SARI,9,D
2015,0.1451843161135601,AutoML,SARI,AutoML_SARI,9,D
2016,0.19525546513404804,TFT,SARI,TFT_SARI,9,D
2016,0.1679906088178073,TFT,SARI+LC,TFT_SARI+LC,9,D
2016,0.16552856016862105,TFT,SARI+AGE,TFT_SARI+AGE,9,D
2016,0.17059814868989173,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,9,D
2016,0.17864502228205364,DeepAR,SARI,DeepAR_SARI,9,D
2016,0.17906621199891698,DeepAR,SARI+LC,DeepAR_SARI+LC,9,D
2016,0.1723555128767045,DeepAR,SARI+AGE,DeepAR_SARI+AGE,9,D
2016,0.17831087476589158,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,9,D
2016,0.19136246923308967,Chronos,SARI,Chronos_SARI,9,D
2016,0.20245886465399815,AutoML,SARI,AutoML_SARI,9,D
2017,0.1424771829409771,TFT,SARI,TFT_SARI,9,D
2017,0.14465797477948703,TFT,SARI+LC,TFT_SARI+LC,9,D
2017,0.15498614056724044,TFT,SARI+AGE,TFT_SARI+AGE,9,D
2017,0.16703553019459264,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,9,D
2017,0.1863767854000963,DeepAR,SARI,DeepAR_SARI,9,D
2017,0.20047067544164598,DeepAR,SARI+LC,DeepAR_SARI+LC,9,D
2017,0.2051591116273965,DeepAR,SARI+AGE,DeepAR_SARI+AGE,9,D
2017,0.20402284865768663,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,9,D
2017,0.18523342299961645,Chronos,SARI,Chronos_SARI,9,D
2017,0.18801157616290246,AutoML,SARI,AutoML_SARI,9,D
2018,0.13798130207027412,TFT,SARI,TFT_SARI,9,D
2018,0.14984071059106271,TFT,SARI+LC,TFT_SARI+LC,9,D
2018,0.12290628670640266,TFT,SARI+AGE,TFT_SARI+AGE,9,D
2018,0.13609057980452968,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,9,D
2018,0.16510029517464028,DeepAR,SARI,DeepAR_SARI,9,D
2018,0.18257939824123168,DeepAR,SARI+LC,DeepAR_SARI+LC,9,D
2018,0.18238277469403547,DeepAR,SARI+AGE,DeepAR_SARI+AGE,9,D
2018,0.201400600094293,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,9,D
2018,0.19035370324707707,Chronos,SARI,Chronos_SARI,9,D
2018,0.15082703638004116,AutoML,SARI,AutoML_SARI,9,D
2019,0.15632352300312247,TFT,SARI,TFT_SARI,9,D
2019,0.18053866257200482,TFT,SARI+LC,TFT_SARI+LC,9,D
2019,0.16114899319052825,TFT,SARI+AGE,TFT_SARI+AGE,9,D
2019,0.19037732944242702,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,9,D
2019,0.13235644663907215,DeepAR,SARI,DeepAR_SARI,9,D
2019,0.15291447523975926,DeepAR,SARI+LC,DeepAR_SARI+LC,9,D
2019,0.15616643620344287,DeepAR,SARI+AGE,DeepAR_SARI+AGE,9,D
2019,0.16533538999915495,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,9,D
2019,0.1580965993677958,Chronos,SARI,Chronos_SARI,9,D
2019,0.1525502836502419,AutoML,SARI,AutoML_SARI,9,D
2014,0.19915009375932247,TFT,SARI,TFT_SARI,10,D
2014,0.23161377604995775,TFT,SARI+LC,TFT_SARI+LC,10,D
2014,0.2100604984777064,TFT,SARI+AGE,TFT_SARI+AGE,10,D
2014,0.2688024491624526,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,10,D
2014,0.20204284165771166,DeepAR,SARI,DeepAR_SARI,10,D
2014,0.1986834570593605,DeepAR,SARI+LC,DeepAR_SARI+LC,10,D
2014,0.21112475842968265,DeepAR,SARI+AGE,DeepAR_SARI+AGE,10,D
2014,0.21923952263258012,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,10,D
2014,0.17087147614991494,Chronos,SARI,Chronos_SARI,10,D
2014,0.198435823016119,AutoML,SARI,AutoML_SARI,10,D
2015,0.11773004425315278,TFT,SARI,TFT_SARI,10,D
2015,0.25083004906803824,TFT,SARI+LC,TFT_SARI+LC,10,D
2015,0.15677561708264695,TFT,SARI+AGE,TFT_SARI+AGE,10,D
2015,0.24446642384055564,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,10,D
2015,0.214956809079426,DeepAR,SARI,DeepAR_SARI,10,D
2015,0.22388525525619274,DeepAR,SARI+LC,DeepAR_SARI+LC,10,D
2015,0.24459484371709725,DeepAR,SARI+AGE,DeepAR_SARI+AGE,10,D
2015,0.22284793453847707,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,10,D
2015,0.15666753268341102,Chronos,SARI,Chronos_SARI,10,D
2015,0.14729231908475618,AutoML,SARI,AutoML_SARI,10,D
2016,0.19080592357257897,TFT,SARI,TFT_SARI,10,D
2016,0.16298401359300324,TFT,SARI+LC,TFT_SARI+LC,10,D
2016,0.1706232269817334,TFT,SARI+AGE,TFT_SARI+AGE,10,D
2016,0.16493888597585118,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,10,D
2016,0.18367627834303898,DeepAR,SARI,DeepAR_SARI,10,D
2016,0.17851251931234444,DeepAR,SARI+LC,DeepAR_SARI+LC,10,D
2016,0.17290297641401833,DeepAR,SARI+AGE,DeepAR_SARI+AGE,10,D
2016,0.19033003125414066,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,10,D
2016,0.20100860066089773,Chronos,SARI,Chronos_SARI,10,D
2016,0.20001282762704314,AutoML,SARI,AutoML_SARI,10,D
2017,0.14186483263267077,TFT,SARI,TFT_SARI,10,D
2017,0.1406716883436873,TFT,SARI+LC,TFT_SARI+LC,10,D
2017,0.16154111946143318,TFT,SARI+AGE,TFT_SARI+AGE,10,D
2017,0.1626946246825058,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,10,D
2017,0.1927976002722343,DeepAR,SARI,DeepAR_SARI,10,D
2017,0.21090596909347853,DeepAR,SARI+LC,DeepAR_SARI+LC,10,D
2017,0.214282143151951,DeepAR,SARI+AGE,DeepAR_SARI+AGE,10,D
2017,0.2133506926859955,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,10,D
2017,0.19203462065532637,Chronos,SARI,Chronos_SARI,10,D
2017,0.18994176534326837,AutoML,SARI,AutoML_SARI,10,D
2018,0.14010304891621436,TFT,SARI,TFT_SARI,10,D
2018,0.1493939007634703,TFT,SARI+LC,TFT_SARI+LC,10,D
2018,0.12476533189495077,TFT,SARI+AGE,TFT_SARI+AGE,10,D
2018,0.13813222258201688,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,10,D
2018,0.16860195879629583,DeepAR,SARI,DeepAR_SARI,10,D
2018,0.18148999176347325,DeepAR,SARI+LC,DeepAR_SARI+LC,10,D
2018,0.1810315209688147,DeepAR,SARI+AGE,DeepAR_SARI+AGE,10,D
2018,0.2029251417483959,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,10,D
2018,0.19360841153112193,Chronos,SARI,Chronos_SARI,10,D
2018,0.14837666283591766,AutoML,SARI,AutoML_SARI,10,D
2019,0.15926300633421683,TFT,SARI,TFT_SARI,10,D
2019,0.18415711828747747,TFT,SARI+LC,TFT_SARI+LC,10,D
2019,0.16287850752678656,TFT,SARI+AGE,TFT_SARI+AGE,10,D
2019,0.19043443884893874,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,10,D
2019,0.13308441017123043,DeepAR,SARI,DeepAR_SARI,10,D
2019,0.1627809003464421,DeepAR,SARI+LC,DeepAR_SARI+LC,10,D
2019,0.15721045934727246,DeepAR,SARI+AGE,DeepAR_SARI+AGE,10,D
2019,0.16561354683007837,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,10,D
2019,0.17126351927988925,Chronos,SARI,Chronos_SARI,10,D
2019,0.1451011784979143,AutoML,SARI,AutoML_SARI,10,D
2014,0.19871419086716144,TFT,SARI,TFT_SARI,11,W
2014,0.20618615688021974,TFT,SARI,TFT_SARI,11,D
2014,0.24118888919584797,TFT,SARI+LC,TFT_SARI+LC,11,D
2014,0.21397713469142068,TFT,SARI+AGE,TFT_SARI+AGE,11,D
2014,0.2780941935640504,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,11,D
2014,0.20669437096623802,DeepAR,SARI,DeepAR_SARI,11,D
2014,0.21123186744402297,DeepAR,SARI+LC,DeepAR_SARI+LC,11,D
2014,0.20558810959026286,DeepAR,SARI+AGE,DeepAR_SARI+AGE,11,D
2014,0.2280559477842436,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,11,D
2014,0.18006808970981042,Chronos,SARI,Chronos_SARI,11,D
2014,0.20810091436335992,AutoML,SARI,AutoML_SARI,11,D
2015,0.10091020851130171,TFT,SARI,TFT_SARI,11,W
2015,0.11970480661544408,TFT,SARI,TFT_SARI,11,D
2015,0.25318832757691323,TFT,SARI+LC,TFT_SARI+LC,11,D
2015,0.15795399184414927,TFT,SARI+AGE,TFT_SARI+AGE,11,D
2015,0.24435690273225846,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,11,D
2015,0.21783759807616612,DeepAR,SARI,DeepAR_SARI,11,D
2015,0.23102541062439638,DeepAR,SARI+LC,DeepAR_SARI+LC,11,D
2015,0.2509773914809237,DeepAR,SARI+AGE,DeepAR_SARI+AGE,11,D
2015,0.2325136423706719,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,11,D
2015,0.1654715000962994,Chronos,SARI,Chronos_SARI,11,D
2015,0.14363884832670673,AutoML,SARI,AutoML_SARI,11,D
2016,0.15854512788960587,TFT,SARI,TFT_SARI,11,W
2016,0.17951215840132342,TFT,SARI,TFT_SARI,11,D
2016,0.15716805787148644,TFT,SARI+LC,TFT_SARI+LC,11,D
2016,0.16967909319362864,TFT,SARI+AGE,TFT_SARI+AGE,11,D
2016,0.16195882480893287,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,11,D
2016,0.19405198360322246,DeepAR,SARI,DeepAR_SARI,11,D
2016,0.18405338447697986,DeepAR,SARI+LC,DeepAR_SARI+LC,11,D
2016,0.18002479046344882,DeepAR,SARI+AGE,DeepAR_SARI+AGE,11,D
2016,0.1981737269687558,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,11,D
2016,0.20904270697237415,Chronos,SARI,Chronos_SARI,11,D
2016,0.1942903558225058,AutoML,SARI,AutoML_SARI,11,D
2017,0.12251029255626503,TFT,SARI,TFT_SARI,11,W
2017,0.13791008635664698,TFT,SARI,TFT_SARI,11,D
2017,0.1376097284844599,TFT,SARI+LC,TFT_SARI+LC,11,D
2017,0.16592950662316355,TFT,SARI+AGE,TFT_SARI+AGE,11,D
2017,0.15883049653268316,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,11,D
2017,0.1982683518942087,DeepAR,SARI,DeepAR_SARI,11,D
2017,0.21215618117517504,DeepAR,SARI+LC,DeepAR_SARI+LC,11,D
2017,0.2212900560010482,DeepAR,SARI+AGE,DeepAR_SARI+AGE,11,D
2017,0.21949129796791386,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,11,D
2017,0.20381626399206193,Chronos,SARI,Chronos_SARI,11,D
2017,0.18634160092566635,AutoML,SARI,AutoML_SARI,11,D
2018,0.12059688598501636,TFT,SARI,TFT_SARI,11,W
2018,0.14047017409349688,TFT,SARI,TFT_SARI,11,D
2018,0.15033656410391158,TFT,SARI+LC,TFT_SARI+LC,11,D
2018,0.12970798239213885,TFT,SARI+AGE,TFT_SARI+AGE,11,D
2018,0.14460267549751185,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,11,D
2018,0.16566904711055963,DeepAR,SARI,DeepAR_SARI,11,D
2018,0.18356538165990485,DeepAR,SARI+LC,DeepAR_SARI+LC,11,D
2018,0.18131755107187048,DeepAR,SARI+AGE,DeepAR_SARI+AGE,11,D
2018,0.21326694475969152,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,11,D
2018,0.1981668116964481,Chronos,SARI,Chronos_SARI,11,D
2018,0.15264440438852842,AutoML,SARI,AutoML_SARI,11,D
2019,0.1527991950632717,TFT,SARI,TFT_SARI,11,W
2019,0.16396777104366725,TFT,SARI,TFT_SARI,11,D
2019,0.18400476870282356,TFT,SARI+LC,TFT_SARI+LC,11,D
2019,0.16483411324463357,TFT,SARI+AGE,TFT_SARI+AGE,11,D
2019,0.1896636289624381,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,11,D
2019,0.13707623854213152,DeepAR,SARI,DeepAR_SARI,11,D
2019,0.16360092505384324,DeepAR,SARI+LC,DeepAR_SARI+LC,11,D
2019,0.1568488409432214,DeepAR,SARI+AGE,DeepAR_SARI+AGE,11,D
2019,0.17067723533922202,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,11,D
2019,0.1756801551420302,Chronos,SARI,Chronos_SARI,11,D
2019,0.14764489496194746,AutoML,SARI,AutoML_SARI,11,D
2014,0.21031193617025512,TFT,SARI,TFT_SARI,12,D
2014,0.24445015423704258,TFT,SARI+LC,TFT_SARI+LC,12,D
2014,0.22237524631870453,TFT,SARI+AGE,TFT_SARI+AGE,12,D
2014,0.2988402725052608,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,12,D
2014,0.2042217009746246,DeepAR,SARI,DeepAR_SARI,12,D
2014,0.21271740459208205,DeepAR,SARI+LC,DeepAR_SARI+LC,12,D
2014,0.20780846056839933,DeepAR,SARI+AGE,DeepAR_SARI+AGE,12,D
2014,0.21651023670523115,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,12,D
2014,0.18535780300229157,Chronos,SARI,Chronos_SARI,12,D
2014,0.2077447173551711,AutoML,SARI,AutoML_SARI,12,D
2015,0.11857952391866769,TFT,SARI,TFT_SARI,12,D
2015,0.26257825440014987,TFT,SARI+LC,TFT_SARI+LC,12,D
2015,0.15419610708810358,TFT,SARI+AGE,TFT_SARI+AGE,12,D
2015,0.250216131181985,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,12,D
2015,0.22153859449051877,DeepAR,SARI,DeepAR_SARI,12,D
2015,0.23976848934696496,DeepAR,SARI+LC,DeepAR_SARI+LC,12,D
2015,0.25636627260952366,DeepAR,SARI+AGE,DeepAR_SARI+AGE,12,D
2015,0.2379730942034857,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,12,D
2015,0.1760158950391961,Chronos,SARI,Chronos_SARI,12,D
2015,0.14019109296284327,AutoML,SARI,AutoML_SARI,12,D
2016,0.1716920002667491,TFT,SARI,TFT_SARI,12,D
2016,0.15629839493623665,TFT,SARI+LC,TFT_SARI+LC,12,D
2016,0.16843117826395623,TFT,SARI+AGE,TFT_SARI+AGE,12,D
2016,0.16632530696219372,TFT,SARI+AGE+LC,TFT_SARI+AGE+LC,12,D
2016,0.20640606228320674,DeepAR,SARI,DeepAR_SARI,12,D
2016,0.19045448598268883,DeepAR,SARI+LC,DeepAR_SARI+LC,12,D
2016,0.1878538028375492,DeepAR,SARI+AGE,DeepAR_SARI+AGE,12,D
2016,0.2099470061721066,DeepAR,SARI+AGE+LC,DeepAR_SARI+AGE+LC,12,D
